BHK,Type,Purpose,Location,Latitude,Longitude,City,furnishing,Bathroom,tenant_preferred,carpet_area,floor,direction,overlooking,society,amount
3,House,Rent,"in Chinchwad, Pimpri Chinchwad Pune               ",18.5925156,73.8173344,pune,Unfurnished,3,Bachelors/Family,2000 sqft,2 out of 2,3,,,"40,000"
3,Villa,Rent,"JMD Enclave, Nyati County, Mohammed Wadi Pune             ",Error,Error,pune,Furnished,4,Bachelors/Family,2400 sqft,East,"Garden/Park, Main Road",JMD Enclave,JMD Enclave,"85,000"
2,Villa,Rent,"Ravi Park, Hadapsar Pune                ",18.600912,73.961818,pune,Unfurnished,3,Bachelors/Family,850 sqft,East,"Garden/Park, Main Road",Ravi Park,Ravi Park,"20,000"
4,Villa,Rent,"Wakadewadi, Shivaji Nagar Pune                ",18.609808,74.696045,pune,Unfurnished,5,Bachelors/Family,1700 sqft,East,3300 X 1 ft Sqft,5,,120000
3,Villa,Rent,"Gera Planet Of Joy, EON Free Zone, Kharadi Pune           ",18.563996,73.960089,pune,Semi-Furnished,3,Bachelors/Family,1050 sqft,East,"Garden/Park, Pool, Main Road",Gera Planet Of Joy,Gera Planet Of Joy,"52,000"
4,House,Rent,"in Panchawati, Pashan Pune                ",18.543613,73.78662,pune,Furnished,4,Bachelors/Family,2000 sqft,East,70 X 60 ft Sqft,4,,150000
2,House,Rent,"in Vaibhav Housing Society, Bibwewadi Pune              ",18.482571,73.857768,pune,Semi-Furnished,2,Bachelors/Family,800 sqft,1 out of 1,Vaibhav Housing Society,2,Vaibhav Housing Society,"22,000"
4,House,Rent,"in Kirti Elegant, Baner Pune               ",Error,Error,pune,Unfurnished,4,Family,2050 sqft,1 out of 2,East,Main Road,Kirti Elegant,"99,999"
4,House,Rent,in Bhandari Parkland balewadi pune Pune              ,18.570364,73.77397,pune,Furnished,4,Bachelors,2200 sqft,East,"Pool, Garden/Park, Main Road",Freehold,,100000
2,House,Rent,"in Gera World of Joy, EON Free Zone, Kharadi Pune          ",Error,Error,pune,Semi-Furnished,2,Bachelors/Family,1000 sqft,East,"Garden/Park, Pool",Gera World of Joy,Gera World of Joy,"40,000"
4,House,Rent,in Viman Nagar Pune                ,18.5643174,73.9178322,pune,Unfurnished,3,Bachelors/Family,1500 sqft,1 out of 3,East,"Garden/Park, Main Road",,100000
3,Villa,Rent,"Ozone Villas, Wagholi Pune                ",18.556193,73.808815,pune,Unfurnished,3,Family,1700 sqft,East,Garden/Park,Ozone Villas,Ozone Villas,"34,000"
4,Villa,Rent,"Akashdeep Apartment, Wadgaon Sheri Pune               ",18.544316,73.835548,pune,Semi-Furnished,3,Family,1250 sqft,East,Main Road,Akashdeep Apartment,Akashdeep Apartment,"30,000"
4,Villa,Rent,"Shriman Society, Karvenagar Pune                ",Error,Error,pune,Semi-Furnished,4,Family,2000 sqft,East,"Garden/Park, Main Road",Shriman Society,Shriman Society,"72,000"
3,Villa,Rent,"Dorabjee Paradise, NIBM Road Pune               ",18.47729,73.90025,pune,Furnished,3,Family,1800 sqft,East,Garden/Park,Dorabjee Paradise,Dorabjee Paradise,"65,000"
3,Villa,Rent,NIBM Annexe Area Pune                ,Error,Error,pune,Unfurnished,3,Bachelors/Family,2000 sqft,West,"Garden/Park, Pool, Main Road",3,,"55,000"
3,Villa,Rent,"Air Force Campus, Viman Nagar Pune              ",18.567009,73.918554,pune,Unfurnished,3,Bachelors,1400 sqft,North,"Garden/Park, Pool, Main Road",3,,"55,000"
1,House,Rent,in Kharadi Pune                 ,18.5409242,73.935679,pune,Furnished,1,Bachelors/Family,225 sqft,1,,,,"10,000"
3,Villa,Rent,"Shagun Nisarg Bavdhan, Bavdhan Pune               ",18.519479,73.870703,pune,Furnished,3,Family,2000 sqft,East,"Garden/Park, Pool",Shagun Nisarg Bavdhan,Shagun Nisarg Bavdhan,"70,000"
3,Villa,Rent,Aundh Pune                  ,18.5618834,73.8101957,pune,Furnished,3,Bachelors/Family,2560 sqft,North,Garden/Park,98.99 X 50.51 ft Sqft,,400000
3,House,Rent,"in Rohan Mithila, Viman Nagar Pune              ",18.567009,73.918554,pune,Unfurnished,3,Bachelors,1200 sqft,1 out of 1,East,"Garden/Park, Pool, Main Road",Rohan Mithila,"62,000"
2,Villa,Rent,"Konark Nagar, Viman Nagar Pune               ",18.564069,73.913894,pune,Unfurnished,3,Bachelors,900 sqft,East,"Garden/Park, Pool, Main Road",Konark Nagar,Konark Nagar,"42,000"
3,Villa,Rent,"JMD Enclave, Nyati County, Mohammed Wadi Pune             ",Error,Error,pune,Furnished,4,Bachelors/Family,2400 sqft,East,"Garden/Park, Main Road",JMD Enclave,JMD Enclave,"85,000"
4,Villa,Rent,"Wakadewadi, Shivaji Nagar Pune                ",18.609808,74.696045,pune,Unfurnished,5,Bachelors/Family,1700 sqft,East,3300 X 1 ft Sqft,5,,120000
3,Villa,Rent,"Gera Planet Of Joy, EON Free Zone, Kharadi Pune           ",18.563996,73.960089,pune,Semi-Furnished,3,Bachelors/Family,1050 sqft,East,"Garden/Park, Pool, Main Road",Gera Planet Of Joy,Gera Planet Of Joy,"52,000"
4,House,Rent,"in Panchawati, Pashan Pune                ",18.543613,73.78662,pune,Furnished,4,Bachelors/Family,2000 sqft,East,70 X 60 ft Sqft,4,,150000
4,House,Rent,"in Kirti Elegant, Baner Pune               ",Error,Error,pune,Unfurnished,4,Family,2050 sqft,1 out of 2,East,Main Road,Kirti Elegant,"99,999"
4,House,Rent,in Bhandari Parkland balewadi pune Pune              ,18.570364,73.77397,pune,Furnished,4,Bachelors,2200 sqft,East,"Pool, Garden/Park, Main Road",Freehold,,100000
2,House,Rent,"in Gera World of Joy, EON Free Zone, Kharadi Pune          ",Error,Error,pune,Semi-Furnished,2,Bachelors/Family,1000 sqft,East,"Garden/Park, Pool",Gera World of Joy,Gera World of Joy,"40,000"
4,House,Rent,in Viman Nagar Pune                ,18.5643174,73.9178322,pune,Unfurnished,3,Bachelors/Family,1500 sqft,1 out of 3,East,"Garden/Park, Main Road",,100000
3,Villa,Rent,"Ozone Villas, Wagholi Pune                ",18.556193,73.808815,pune,Unfurnished,3,Family,1700 sqft,East,Garden/Park,Ozone Villas,Ozone Villas,"34,000"
4,Villa,Rent,"Akashdeep Apartment, Wadgaon Sheri Pune               ",18.544316,73.835548,pune,Semi-Furnished,3,Family,1250 sqft,East,Main Road,Akashdeep Apartment,Akashdeep Apartment,"30,000"
3,Villa,Rent,"Dorabjee Paradise, NIBM Road Pune               ",18.47729,73.90025,pune,Furnished,3,Family,1800 sqft,East,Garden/Park,Dorabjee Paradise,Dorabjee Paradise,"65,000"
3,Villa,Rent,NIBM Annexe Area Pune                ,Error,Error,pune,Unfurnished,3,Bachelors/Family,2000 sqft,West,"Garden/Park, Pool, Main Road",3,,"55,000"
3,Villa,Rent,"Gera Planet Of Joy, Kharadi Pune              ",18.563996,73.960089,pune,Semi-Furnished,3,Bachelors,3000 sqft,East,"Pool, Garden/Park, Main Road",Freehold,Gera Planet Of Joy,"55,000"
4,House,Rent,in Dhayari Phata Road Pune               ,18.4608621,73.8127554,pune,Unfurnished,3,Bachelors/Family,1550 sqft,1 out of 3,East,Main Road,,"32,000"
3,House,Rent,in Erandwane Pune                 ,18.5089079,73.834105,pune,Semi-Furnished,3,Family,1850 sqft,North,Garden/Park,80 X 41.88 ft Sqft,,130000
3,Villa,Rent,"Rohan Seher, Baner Pune                ",18.55524895,73.77431594,pune,Furnished,3,Bachelors/Family,2500 sqft,East,Garden/Park,Rohan Seher,Rohan Seher,"90,000"
3,Villa,Rent,"Chrrysalis, Wagholi Pune                 ",18.58185,73.98781,pune,Unfurnished,3,Bachelors/Family,2200 sqft,North,"Garden/Park, Main Road",Chrrysalis,Chrrysalis,"35,000"
4,Villa,Rent,Ekopa Society Pune                 ,18.584146,73.985882,pune,Furnished,4,Bachelors/Family,2200 sqft,4,1,,,"75,000"
4,House,Rent,in Koregaon Park Pune                ,18.5398003,73.8877419,pune,Furnished,3,Bachelors/Family,1800 sqft,North - East,Main Road,3,,100000
2,Villa,Rent,Karvenagar Pune                  ,18.4868527,73.8123335,pune,Semi-Furnished,2,Family,1200 sqft,North,Garden/Park,40 X 52.5 ft Sqft,,"40,000"
3,House,Rent,"in Balewadi Phata, Baner Pune               ",18.5643905,73.7807913,pune,Unfurnished,3,Bachelors/Family,3000 sqft,East,Main Road,3,,"60,000"
3,Villa,Rent,Wanowrie Pune                  ,18.4883683,73.8986672,pune,Furnished,3,Bachelors/Family,1380 sqft,East,"Garden/Park, Main Road",3,,"40,000"
3,House,Rent,"in Gera World of Joy, Kharadi Pune             ",Error,Error,pune,Semi-Furnished,3,Bachelors/Family,1700 sqft,Gera World of Joy,2200 X 2200 ft Sqft,3,Gera World of Joy,"65,000"
3,Villa,Rent,"Gera Planet Of Joy, Kharadi Pune              ",18.563996,73.960089,pune,Semi-Furnished,3,Bachelors/Family,1150 sqft,East,"Garden/Park, Pool, Main Road",Gera Planet Of Joy,Gera Planet Of Joy,"60,000"
4,House,Rent,"in Omega Paradise, Wakad Pune               ",36.088425,-115.193895,pune,Semi-Furnished,4,Bachelors/Family,1800 sqft,East,"Pool, Garden/Park, Main Road",Omega Paradise,Omega Paradise,"45,000"
3,Villa,Rent,"Magarpatta Erica, Hadapsar Pune                ",18.519479,73.870703,pune,Furnished,4,Bachelors/Family,2100 sqft,East,"Garden/Park, Main Road",Magarpatta Erica,Magarpatta Erica,"70,000"
3,Villa,Rent,"Phinix Cinderella, Baner Pune                ",Error,Error,pune,Semi-Furnished,3,Bachelors/Family,1700 sqft,East,Garden/Park,Phinix Cinderella,Phinix Cinderella,"70,000"
2,Villa,Rent,"Gera Planet Of Joy, Kharadi Pune              ",18.563996,73.960089,pune,Unfurnished,3,Bachelors/Family,1300 sqft,East,"Garden/Park, Main Road",Gera Planet Of Joy,Gera Planet Of Joy,"45,000"
4,House,Rent,"in Rohan Seher, Baner Pune               ",18.5553408,73.77374572,pune,Semi-Furnished,4,Bachelors,1700 sqft,1 out of 2,East,"Garden/Park, Pool, Main Road",Rohan Seher,100000
3,House,Rent,"in Gera Planet Of Joy, Kharadi Pune             ",18.112913,75.026071,pune,Semi-Furnished,3,Bachelors/Family,1510 sqft,East,"Garden/Park, Main Road",Gera Planet Of Joy,Gera Planet Of Joy,"55,000"
3,House,Rent,"in Bhusari Colony, Kothrud Pune               ",18.510508,73.79368,pune,Unfurnished,3,Bachelors,1800 sqft,East,Main Road,3,,"55,000"
5,Villa,Rent,mit gardens kalyani nagar Pune               ,18.550336,73.883316,pune,Furnished,4,Bachelors/Family,1500 sqft,East,"Garden/Park, Main Road",35 X 40 ft Sqft,,210000
3,Villa,Rent,"Atul Westernhills, Baner Pune                ",Error,Error,pune,Unfurnished,3,Bachelors,2900 sqft,East,"Main Road, Garden/Park, Pool",Atul Westernhills,Atul Westernhills,"62,000"
3,Villa,Rent,"Belvalkar Solacia Villa Phase I, Wagholi Pune             ",Error,Error,pune,Furnished,3,Bachelors/Family,1250 sqft,East,"Garden/Park, Main Road",Belvalkar Solacia Villa Phase I,Belvalkar Solacia Villa Phase I,"40,000"
3,House,Rent,in Aundh Pune                 ,18.5606875,73.8063441,pune,Semi-Furnished,2,Bachelors,850 sqft,East,Main Road,2,,"40,000"
2,House,Rent,"in Mittal Silver Crescent, Kharadi Pune              ",18.550474,73.941426,pune,Furnished,2,Family,900 sqft,2 out of 8,East,"Garden/Park, Pool, Main Road",Mittal Silver Crescent,"31,000"
5,Villa,Rent,"Rakshak Society, Pimpri Chinchwad Pune               ",18.58135455,73.79444341,pune,Furnished,6,Bachelors/Family,Immediately,7000 sqft,East,"Garden/Park, Pool, Main Road",,290000
3,House,Rent,"in Roseland Residency, Pimpri Chinchwad Pune              ",18.595613,73.794993,pune,Semi-Furnished,3,Bachelors/Family,129 sqm,3,2,,,"40,000"
3,House,Rent,in Dhayari Pune                 ,18.4221691,73.8456823,pune,Unfurnished,3,Bachelors,1600 sqft,East,"Pool, Garden/Park, Main Road",40 X 40 ft Sqft,,"40,000"
1,House,Rent,in Senapati Bapat Road Pune               ,18.523681,73.829633,pune,Furnished,1,Bachelors/Family,450 sqft,East,"Garden/Park, Main Road",1,,"25,000"
3,Villa,Rent,"Ajmera Housing Society, Pimpri Chinchwad Pune              ",18.612493,73.783328,pune,Semi-Furnished,3,Bachelors,1600 sqft,East,Main Road,Freehold,Ajmera Housing Society,"40,000"
3,House,Rent,in Dhanori Pune                 ,18.5803749,73.9182265,pune,Furnished,3,Bachelors/Family,1230 sqft,East,25 X 40 ft Sqft,3,,"23,000"
3,Villa,Rent,"Chrrysalis, Wagholi Pune                 ",18.58185,73.98781,pune,Unfurnished,3,Bachelors/Family,2200 sqft,North,"Garden/Park, Main Road",Chrrysalis,Chrrysalis,"35,000"
4,House,Rent,in Koregaon Park Pune                ,18.5398003,73.8877419,pune,Furnished,3,Bachelors/Family,1800 sqft,North - East,Main Road,3,,100000
3,House,Rent,"in Balewadi Phata, Baner Pune               ",18.5643905,73.7807913,pune,Unfurnished,3,Bachelors/Family,3000 sqft,East,Main Road,3,,"60,000"
3,Villa,Rent,Wanowrie Pune                  ,18.4883683,73.8986672,pune,Furnished,3,Bachelors/Family,1380 sqft,East,"Garden/Park, Main Road",3,,"40,000"
3,House,Rent,"in Gera World of Joy, Kharadi Pune             ",Error,Error,pune,Semi-Furnished,3,Bachelors/Family,1700 sqft,Gera World of Joy,2200 X 2200 ft Sqft,3,Gera World of Joy,"65,000"
4,House,Rent,"in Omega Paradise, Wakad Pune               ",36.088425,-115.193895,pune,Semi-Furnished,4,Bachelors/Family,1800 sqft,East,"Pool, Garden/Park, Main Road",Omega Paradise,Omega Paradise,"45,000"
3,Villa,Rent,"Magarpatta Erica, Hadapsar Pune                ",18.519479,73.870703,pune,Furnished,4,Bachelors/Family,2100 sqft,East,"Garden/Park, Main Road",Magarpatta Erica,Magarpatta Erica,"70,000"
3,Villa,Rent,"Phinix Cinderella, Baner Pune                ",Error,Error,pune,Semi-Furnished,3,Bachelors/Family,1700 sqft,East,Garden/Park,Phinix Cinderella,Phinix Cinderella,"70,000"
3,House,Rent,"in Gera Planet Of Joy, Kharadi Pune             ",18.112913,75.026071,pune,Semi-Furnished,3,Bachelors/Family,1510 sqft,East,"Garden/Park, Main Road",Gera Planet Of Joy,Gera Planet Of Joy,"55,000"
5,Villa,Rent,mit gardens kalyani nagar Pune               ,18.550336,73.883316,pune,Furnished,4,Bachelors/Family,1500 sqft,East,"Garden/Park, Main Road",35 X 40 ft Sqft,,210000
3,House,Rent,in Aundh Pune                 ,18.5606875,73.8063441,pune,Semi-Furnished,2,Bachelors,850 sqft,East,Main Road,2,,"40,000"
2,House,Rent,"in Mittal Silver Crescent, Kharadi Pune              ",18.550474,73.941426,pune,Furnished,2,Family,900 sqft,2 out of 8,East,"Garden/Park, Pool, Main Road",Mittal Silver Crescent,"31,000"
3,House,Rent,"in Roseland Residency, Pimpri Chinchwad Pune              ",18.595613,73.794993,pune,Semi-Furnished,3,Bachelors/Family,129 sqm,3,2,,,"40,000"
3,House,Rent,in Dhayari Pune                 ,18.4221691,73.8456823,pune,Unfurnished,3,Bachelors,1600 sqft,East,"Pool, Garden/Park, Main Road",40 X 40 ft Sqft,,"40,000"
3,Villa,Rent,Manjari BK Pune                 ,18.50419075,73.96219586,pune,Semi-Furnished,3,Family,1300 sqft,East,"Garden/Park, Pool",3,,"35,000"
3,Villa,Rent,Boat Club Road Pune                ,18.5393656,73.878263,pune,Semi-Furnished,4,Bachelors/Family,2600 sqft,North,Garden/Park,65 X 76.92 ft Sqft,,"85,000"
4,Villa,Rent,"Mantra Montana, Dhanori Pune                ",18.675598,73.841679,pune,Semi-Furnished,5,Bachelors/Family,1801 sqft,East,"Garden/Park, Pool",Mantra Montana,Mantra Montana,"39,999"
4,House,Rent,in Kothrud Pune                 ,18.5105851,73.817981,pune,Furnished,4,Family,2000 sqft,Lower Basement out of 1,East,"Garden/Park, Main Road",,230000
5,House,Rent,in Aundh Pune                 ,18.5606875,73.8063441,pune,Unfurnished,5,Bachelors/Family,4500 sqft,Ground out of 2,East,Garden/Park,,250000
2,Villa,Rent,"Nigdi, Pimpri Chinchwad Pune                ",18.6607674,73.7778262,pune,Semi-Furnished,2,Bachelors/Family,1000 sqft,2,1,,,"40,000"
3,Villa,Rent,"Nyati Serenity Enclave, Kondhwa Pune               ",Error,Error,pune,Semi-Furnished,4,Bachelors/Family,3000 sqft,Nyati Serenity Enclave,100 X 350 ft Sqft,4,Nyati Serenity Enclave,"50,000"
4,Villa,Rent,"Chandan Garden, NIBM Road Pune               ",18.47729,73.90025,pune,Furnished,4,Bachelors,4500 sqft,East,Garden/Park,Chandan Garden,Chandan Garden,100000
5,Villa,Rent,Sector No 26 Pradhikaran Pune               ,18.66373,73.777854,pune,Unfurnished,5,Bachelors/Family,1850 sqft,Main Road,5,3,,200000
5,House,Rent,"in Trimbakeshwar Socity, New Kalyani Nagar Pune             ",18.544481,73.905698,pune,Unfurnished,5,Bachelors,5000 sqft,1 out of 2,East,Garden/Park,Trimbakeshwar Socity,800000
3,Villa,Rent,Dhayari Pune                  ,18.4373984,73.8190432,pune,Semi-Furnished,3,Family,1300 sqft,East,Main Road,3,,"30,000"
4,Villa,Rent,Baner Pune                  ,18.5642431,73.7768573,pune,Furnished,4,Bachelors/Family,3500 sqft,East,Main Road,Freehold,,100000
3,Villa,Rent,"Blossom N Springs, Varsha Park Society, Pashan Pune            ",39.899771,-86.276812,pune,Semi-Furnished,3,Family,2500 sqft,East,Main Road,Blossom N Springs,Blossom N Springs,"65,000"
4,House,Rent,in Aundh Pune                 ,18.5606875,73.8063441,pune,Unfurnished,3,Bachelors,2000 sqft,Ground out of 3,South,"Main Road, Garden/Park",,"75,000"
3,Villa,Rent,"Shroff Srushti, Baner Road Pune               ",18.549864,73.81012,pune,Semi-Furnished,3,Bachelors/Family,1700 sqft,Shroff Srushti,35 X 30 ft Sqft,3,Shroff Srushti,"45,000"
4,Villa,Rent,"Empress Court, Sopan Baug Pune               ",18.519479,73.870703,pune,Semi-Furnished,4,Family,3600 sqft,North - East,"Garden/Park, Main Road",Empress Court,Empress Court,180000
3,Villa,Rent,"Rakshak Society, Pimpri Chinchwad Pune               ",18.58135455,73.79444341,pune,Unfurnished,4,Bachelors/Family,2500 sqft,North - East,"Garden/Park, Pool, Main Road",125 X 80 ft Sqft,,150000
5,House,Rent,in Karvenagar Pune                 ,18.4868527,73.8123335,pune,Unfurnished,4,Bachelors/Family,4000 sqft,East,"Garden/Park, Main Road",Freehold,,250000
3,Villa,Rent,"Rohan Seher, Baner Pune                ",18.55524895,73.77431594,pune,Semi-Furnished,4,Bachelors/Family,1900 sqft,East,Garden/Park,Rohan Seher,Rohan Seher,100000
1,House,Rent,in Adarshnagar Pune                 ,18.6611247,73.7334762,pune,Unfurnished,1,Bachelors/Family,800 sqft,"Garden/Park, Main Road",1,,,"20,000"
3,Villa,Rent,"Kolte-Patil Ivy Villas, Wagholi Pune               ",Error,Error,pune,Semi-Furnished,3,Bachelors/Family,2500 sqft,East,Garden/Park,Kolte-Patil Ivy Villas,Kolte-Patil Ivy Villas,"35,000"
1,House,Rent,"in Nigdi, Pimpri Chinchwad Pune               ",18.6561952,73.7804518,pune,Furnished,1,Bachelors/Family,580 sqft,1 out of 2,East,1,,"16,500"
1,House,Rent,"in Kalika Kand Nagar, Wagholi Pune              ",18.5823,73.98301,pune,Unfurnished,1,Bachelors,550 sqft,2 out of 2,East,Kalika Kand Nagar,Kalika Kand Nagar,"7,500"
2,House,Rent,in Khese Park Pune                ,18.58973875,73.91083188,pune,Semi-Furnished,2,Bachelors/Family,1000 sqft,Ground out of 1,2,,,"35,000"
4,House,Rent,"in Lunkad Heritage Row Houses, Viman Nagar Pune            ",18.567009,73.918554,pune,Semi-Furnished,5,Bachelors/Family,2000 sqft,Ground out of 2,Lunkad Heritage Row Houses,5,Lunkad Heritage Row Houses,"75,000"
2,House,Rent,in Dattawadi Pune                 ,18.4926895,73.83691214,pune,Unfurnished,2,Bachelors/Family,500 sqft,2,,,,"18,000"
3,Villa,Rent,"Pimple Gurav, Pimpri Chinchwad Pune               ",18.5874457,73.8213076,pune,Unfurnished,3,Bachelors,1100 sqft,East,Main Road,30 X 40 ft Sqft,,"30,000"
2,House,Rent,"in Yashodanandan Apartment, Viman Nagar Pune              ",18.567009,73.918554,pune,Unfurnished,3,Bachelors,1400 sqft,1 out of 3,Yashodanandan Apartment,3,Yashodanandan Apartment,"50,000"
1,House,Rent,in Ghorpadi Pune                 ,18.5211129,73.906766,pune,Semi-Furnished,1,Bachelors/Family,700 sqft,3 out of 5,1,,,"13,000"
2,House,Rent,"in Indraprastha society, Hadapsar Pune               ",Error,Error,pune,Unfurnished,2,Bachelors/Family,1100 sqft,Indraprastha society,2,,Indraprastha society,"21,574"
5,House,Rent,in Aundh Pune                 ,18.5606875,73.8063441,pune,Unfurnished,5,Bachelors/Family,4500 sqft,Ground out of 2,East,Garden/Park,,250000
3,Villa,Rent,"Nyati Serenity Enclave, Kondhwa Pune               ",Error,Error,pune,Semi-Furnished,4,Bachelors/Family,3000 sqft,Nyati Serenity Enclave,100 X 350 ft Sqft,4,Nyati Serenity Enclave,"50,000"
3,Villa,Rent,Dhayari Pune                  ,18.4373984,73.8190432,pune,Semi-Furnished,3,Family,1300 sqft,East,Main Road,3,,"30,000"
4,House,Rent,in Aundh Pune                 ,18.5606875,73.8063441,pune,Unfurnished,3,Bachelors,2000 sqft,Ground out of 3,South,"Main Road, Garden/Park",,"75,000"
3,Villa,Rent,"Shroff Srushti, Baner Road Pune               ",18.549864,73.81012,pune,Semi-Furnished,3,Bachelors/Family,1700 sqft,Shroff Srushti,35 X 30 ft Sqft,3,Shroff Srushti,"45,000"
4,Villa,Rent,"Empress Court, Sopan Baug Pune               ",18.519479,73.870703,pune,Semi-Furnished,4,Family,3600 sqft,North - East,"Garden/Park, Main Road",Empress Court,Empress Court,180000
