gender,base_price,food_included,beds_available,city,location,room_type1,room_type1_price,room_type2,room_type2_price,room_type3,room_type3_price,wifi_available,ac_available,food_available,landmark1,landmark2,landmark3,pg_rating,no_of_ratings
Coed,"10,000",Food Included,Beds Available,bangalore,in Marathahalli,Single Room,"20,000",Twin Sharing,"12,000",Triple Sharing,"10,000",Wifi Available,"AC Not
									Available",Food Available,0.0 Km from Raj Vidhya Kendra,1.3 Km from Lenskart,2.7 Km from Kundalahalli Metro Station,,
Coed,"9,999",,Beds Available,bangalore,in Indiranagar,Single Room,"21,999",Twin Sharing,"13,999",Triple Sharing,"9,999",Wifi Available,"AC Not
									Available",Food Not Available,0.0 Km from New Horizon Public School,0.7 Km from Hyundai,0.6 Km from Indiranagar Metro Station,,
Girls,"8,500",Food Included,Beds Available,bangalore,in Indiranagar,Single Room,"22,000",Twin Sharing,"12,500",Triple Sharing,"8,500",Wifi Available,"AC Not
									Available",Food Available,0.0 Km from New Horizon Public School,0.7 Km from Hyundai,0.6 Km from Indiranagar Metro Station,,
Coed,"10,500",,Beds Available,bangalore,in Whitefield,Single Room,"17,000",Twin Sharing,"10,500",,,Wifi Available,"AC Not
									Available",Food Not Available,0.1 Km from Vidyamandir Classes Bangalore,0.5 Km from Fitness Furniture,1.7 Km from Whitefield Metro Station (Under Construction),,
Coed,"4,100",Food Charge extra,Beds Available,pune,in Loni Kalbhor,Single Room,"4,550",Twin Sharing,"4,100",,,Wifi Available,"AC Not
									Available",Food Available,0.8 Km from St Teresa School,7.6 Km from Amazon Development Centre India Pnq13,14.6 Km from Ramwadi Metro Station,,
Coed,"4,896",Food Charge extra,Beds Available,pune,in Ambegaon,Twin Sharing,"5,484",Triple Sharing,"4,896",,,Wifi Available,"AC Not
									Available",Food Available,0.4 Km from Sinhgad Institute Management,2.0 Km from The Forum,4.5 Km from Swargate Metro Station,,
Girls,"6,500",,Beds Available,pune,in Phase 2 Hinjewadi Rajiv Gandhi Infotech Park,Single Room,"12,000",Twin Sharing,"8,500",Triple Sharing,"8,000",,,,"0.8 Km from Vibgyor High School, Hinjewadi, Pune",0.4 Km from Wipro Technologies,9.5 Km from Upcoming Metro Station Pimpri- Chinchwad,5.0,1 Ratings
Girls,"11,000",Food Charge extra,Beds Available,pune,in Senapati Bapat Road,Single Room With AC,"25,000",Twin Sharing With AC,"12,000",Triple Sharing With AC,"11,000",,,,0.3 Km from Symbiosis Institute of Health Sciences,0.6 Km from Medsynaphc,2.3 Km from Shivajinagar Metro Station,,
Coed,"7,999",Food Included,Beds Available,pune,in Kharadi,Single Room,"17,999",Twin Sharing,"9,999",Triple Sharing,"7,999",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Boys,"4,999",,Beds Available,pune,in Baner,Single Room,"14,999",Twin Sharing,"7,999",Triple Sharing,"5,999",Wifi Available,"AC Not
									Available",Food Not Available,0.3 Km from Aditya International School,0.3 Km from Xoriant Solutions,7.6 Km from Shivajinagar Metro Station,,
Girls,"8,499",Food Included,Beds Available,pune,in Wadgaon Sheri,Twin Sharing,"9,999",Triple Sharing,"8,499",,,Wifi Available,"AC Not
									Available",Food Available,0.2 Km from The Lexicon International School,0.4 Km from Cerebrum It Park,1.7 Km from Upcoming Ramwadi Metro Station,,
Coed,"9,999",Food Included,Beds Available,pune,in Viman Nagar,Triple Sharing,"9,999",Twin Sharing,"9,999",Single Room,"9,999",Wifi Available,"AC Not
									Available",Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Boys,"20,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room With AC,"30,000",Twin Sharing With AC,"24,000",Others With AC,"30,000",Wifi Available,AC Available,Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Coed,"7,999",,Beds Available,pune,in Hinjawadi,Single Room With AC,"15,999",Twin Sharing With AC,"7,999",,,Wifi Available,AC Available,Food Not Available,0.7 Km from Alard College Of Pharmacy,0.7 Km from Wipro Technologies,9.2 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Girls,"5,500",Food Included,Beds Available,pune,in Karvenagar,Twin Sharing,"12,000",Triple Sharing,"9,000",Others,"5,500",Wifi Available,"AC Not
									Available",Food Available,0.2 Km from Neet Crash Course,1.3 Km from Success Square,4.0 Km from Swargate Metro Station,5.0,2 Ratings
Girls,"12,000",Food Charge extra,Beds Available,pune,in Senapati Bapat Road,Twin Sharing With AC,"15,000",Triple Sharing With AC,"12,000",,,Wifi Available,AC Available,Food Available,0.3 Km from Sahyadri International School,1.0 Km from Cummins India,5.5 Km from Swargate Metro Station,5.0,1 Ratings
Girls,"10,000",,Beds Available,pune,in Kothrud,Twin Sharing With AC,"12,000",Triple Sharing With AC,"10,000",Single Room With AC,"15,000",Wifi Available,AC Available,Food Not Available,0.3 Km from Sahyadri International School,1.0 Km from Cummins India,5.5 Km from Swargate Metro Station,,
Boys,"8,999",,Beds Available,pune,in Sus,Triple Sharing,"8,999",Others With AC,"10,999",,,,,,0.2 Km from Vidya Valley School,2.3 Km from Mahalunge Hi-Tech City,10.0 Km from Shivajinagar Metro Station,,
Coed,"7,999",Food Charge extra,Beds Available,pune,in Kalyani Nagar,Twin Sharing With AC,"9,999",Triple Sharing With AC,"7,999",,,Wifi Available,AC Available,Food Available,0.2 Km from TASMAC,0.5 Km from Tech Park,1.3 Km from Ramwadi Metro Station,,
Coed,"7,999",Food Included,Beds Available,pune,in Kalyani Nagar,Twin Sharing,"9,999",Triple Sharing With AC,"7,999",,,,,,0.2 Km from The Lexicon International School,0.2 Km from Cerebrum It Park,1.5 Km from Upcoming Ramwadi Metro Station,,
Girls,"12,500",Food Included,Beds Available,pune,in Viman Nagar,Single Room,"28,000",Twin Sharing,"16,000",Triple Sharing,"12,500",,,,0.4 Km from The Bishop's Co-Ed School,0.8 Km from Cerebrum It Park,0.7 Km from Upcoming Ramwadi Metro Station,,
Girls,"11,500",Food Included,Beds Available,pune,in Viman Nagar,Single Room With AC,"22,000",Twin Sharing With AC,"14,500",Triple Sharing With AC,"11,500",,,,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Girls,"8,499",Food Included,Beds Available,pune,in Karvenagar,Single Room,"8,500",Twin Sharing,"8,499",,,Wifi Available,"AC Not
									Available",Food Available,0.2 Km from Dr Bhanuben Nanavati College of Architecture For Women,1.5 Km from Success Square,4.2 Km from Swargate Metro Station,5.0,2 Ratings
Coed,"6,500",Food Included,Beds Available,pune,in Kharadi,Single Room,"9,500",Twin Sharing,"7,000",Triple Sharing,"6,500",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"6,999",Food Charge extra,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Single Room,"14,999",Twin Sharing,"8,000",Triple Sharing,"6,999",Wifi Available,"AC Not
									Available",Food Available,"0.4 Km from Vibgyor High School, Hinjewadi, Pune",0.2 Km from  Mahindra Engineering,8.9 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Coed,"7,200",Food Included,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Single Room With AC,"17,999",Twin Sharing With AC,"10,000",Triple Sharing With AC,"9,000",Wifi Available,AC Available,Food Available,0.3 Km from Alard College Of Pharmacy,0.8 Km from Dacs Electrosystems Pvt Ltd,9.1 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Boys,"18,000",,Beds Available,pune,"in Deccan Gymkhana, F C Road",Twin Sharing With AC,"30,000",Triple Sharing With AC,"20,000",Others With AC,"18,000",Wifi Available,AC Available,Food Not Available,0.0 Km from Vimlabai Hardware School,1.1 Km from Wipro,2.2 Km from Shivajinagar Metro Station,,
Coed,"6,499",Food Included,Beds Available,pune,in Kharadi,Single Room,"8,999",Twin Sharing,"7,499",Triple Sharing,"6,499",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"4,500",,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Single Room,"7,500",Twin Sharing,"6,000",Triple Sharing,"5,000",,,,"0.4 Km from Vibgyor High School, Hinjewadi, Pune",0.2 Km from  Mahindra Engineering,8.9 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Coed,"5,999",Food Included,Beds Available,pune,in Kharadi,Twin Sharing,"6,499",Triple Sharing,"5,999",,,,,,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Girls,"6,499",Food Included,Beds Available,pune,in Wadgaon Sheri,Single Room,"14,999",Twin Sharing,"7,999",Triple Sharing,"6,999",,,,0.5 Km from Stella Maris High School,1.1 Km from Cerebrum It Park,1.3 Km from Ramwadi Metro Station,,
Coed,"10,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room With AC,"19,000",Twin Sharing With AC,"10,000",,,Wifi Available,AC Available,Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Girls,"18,000",Food Charge extra,Beds Available,pune,in Shivajinagar,Single Room With AC,"30,000",Twin Sharing With AC,"25,000",Triple Sharing With AC,"18,000",Wifi Available,AC Available,Food Available,0.5 Km from Abhyankar'S IAS,0.2 Km from Platinum Tech Park,0.5 Km from Shivajinagar Metro Station,,
Coed,"5,600",,Beds Available,pune,in Fursungi,Twin Sharing,"5,600",,,,,Wifi Available,"AC Not
									Available",Food Available,1.5 Km from Sk's Rainbow School,2.7 Km from The Detailing Mafia,11.8 Km from Swargate Metro Station,,
Coed,"4,050",,Beds Available,pune,in Loni Kalbhor,Twin Sharing,"4,050",Single Room,"4,200",,,Wifi Available,"AC Not
									Available",Food Available,0.5 Km from Angel High School,5.8 Km from Amazon Development Centre India Pnq13,12.8 Km from Ramwadi Metro Station,,
Boys,"10,355",,Beds Available,pune,in Karvenagar,Twin Sharing,"11,354",Triple Sharing,"10,355",,,Wifi Available,"AC Not
									Available",Food Available,0.3 Km from Dr Bhanuben Nanavati College of Architecture For Women,1.3 Km from Success Square,4.2 Km from Swargate Metro Station,,
Boys,"7,521",Food Charge extra,Beds Available,pune,in Baner,Twin Sharing,"9,520",Triple Sharing,"7,521",,,Wifi Available,"AC Not
									Available",Food Available,0.4 Km from Indian Institute of Science Education Research,0.8 Km from Venture Centre,5.1 Km from Shivajinagar Metro Station,,
Coed,"7,380",,Beds Available,pune,in Hadapsar,Twin Sharing,"10,004",Single Room,"20,499",Triple Sharing,"7,380",Wifi Available,"AC Not
									Available",Food Not Available,0.3 Km from IBS Business School,0.4 Km from Gits Food Products,6.2 Km from Ramwadi Metro Station,,
Boys,"5,544",Food Charge extra,Beds Available,pune,in Mahalunge,Twin Sharing,"6,104",Triple Sharing,"5,544",Single Room,"6,884",Wifi Available,"AC Not
									Available",Food Not Available,0.3 Km from Educon International School,1.2 Km from Mahalunge Hi-Tech City,8.0 Km from Upcoming Metro Station Pimpri- Chinchwad,5.0,1 Ratings
Coed,"10,000",,Beds Available,pune,in Balewadi,Twin Sharing,"10,000",,,,,Wifi Available,"AC Not
									Available",Food Not Available,0.8 Km from Gs Moze College Of Engineering,1.0 Km from Palladion,6.2 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Boys,"7,134",Food Charge extra,Beds Available,pune,in Karvenagar,Twin Sharing,"7,638",Triple Sharing,"7,134",,,Wifi Available,"AC Not
									Available",Food Available,0.2 Km from Dr Bhanuben Nanavati College of Architecture For Women,1.5 Km from Cummins India,4.3 Km from Swargate Metro Station,,
Coed,"3,050",,Beds Available,pune,in Narhe,Twin Sharing,"3,050",,,,,Wifi Available,"AC Not
									Available",Food Available,0.4 Km from Jspm,0.9 Km from Zeal Electromech Private Limited,7.3 Km from Swargate Metro Station,4.0,1 Ratings
Coed,"5,850",,Beds Available,pune,"in Punawale, Pimpri Chinchwad",Twin Sharing,"5,850",Single Room With AC,"6,950",,,Wifi Available,AC Available,Food Available,1.4 Km from Crimson Anisha Global School,1.6 Km from Dacs Electrosystems Pvt Ltd,8.5 Km from Upcoming Metro Station Pimpri- Chinchwad,5.0,1 Ratings
Coed,"5,331",Food Charge extra,Beds Available,pune,in Wakad,Twin Sharing,"5,777",Triple Sharing,"5,331",,,Wifi Available,"AC Not
									Available",Food Available,0.7 Km from Indian Institute of Science Education Research,0.9 Km from Venture Centre,5.3 Km from Shivajinagar Metro Station,,
Coed,"3,700",,Beds Available,pune,in Jadhav Nagar Vadgaon Budruk,Single Room,"4,000",Twin Sharing,"3,700",,,Wifi Available,"AC Not
									Available",Food Not Available,840.7 Km from Hv Desai College Of Arts Science And Commerce,843.5 Km from Mukai Chowk,1159.0 Km from Pimpri Metro Station,4.0,3 Ratings
Coed,"4,250",,Beds Available,pune,in Hadapsar,Single Room,"4,350",Twin Sharing,"4,250",,,Wifi Available,"AC Not
									Available",Food Not Available,0.3 Km from Sm Joshi College,0.9 Km from Serum Institute Of India Pvt Ltd,6.9 Km from Ramwadi Metro Station,,
Boys,"4,300",,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Twin Sharing,"4,300",Triple Sharing,"4,550",,,Wifi Available,"AC Not
									Available",Food Not Available,0.3 Km from Blue Ridge Public School,0.6 Km from Regal Global Technology Center India -Pune,8.3 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Coed,"5,500",Food Charge extra,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Twin Sharing,"5,500",Single Room,"9,100",,,Wifi Available,"AC Not
									Available",Food Not Available,0.6 Km from The Genius English Medium School,1.1 Km from Mindtree Ltd.,8.1 Km from Upcoming Metro Station Pimpri- Chinchwad,4.0,2 Ratings
Coed,"4,550",Food Charge extra,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Twin Sharing,"4,550",,,,,Wifi Available,"AC Not
									Available",Food Available,0.1 Km from Sunflower Public School,0.9 Km from Motherson Sumi System Limited,10.2 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Coed,"4,050",Food Charge extra,Beds Available,pune,in Wakad,Twin Sharing,"4,700",Triple Sharing,"4,050",,,Wifi Available,"AC Not
									Available",Food Available,2.5 Km from National Public School,"715.2 Km from Src Chemicals, Pune",738.0 Km from Swargate Metro Station,,
Coed,"7,600",,Beds Available,pune,in Wakad,Single Room,"18,100",Twin Sharing,"7,600",,,Wifi Available,"AC Not
									Available",Food Not Available,11.0 Km from National Public School,"714.9 Km from Src Chemicals, Pune",738.0 Km from Swargate Metro Station,,
Coed,"8,200",,Beds Available,pune,in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,Twin Sharing With AC,"8,200",Single Room With AC,"13,600",,,Wifi Available,AC Available,Food Not Available,1.2 Km from Eurokids Pre-School,0.5 Km from Eclerx Services Limited,12.9 Km from Upcoming Metro Station Pimpri- Chinchwad,5.0,1 Ratings
Boys,"5,320",Food Charge extra,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Twin Sharing,"5,320",,,,,Wifi Available,"AC Not
									Available",Food Available,0.9 Km from The Genius English Medium School,1.2 Km from Birlasoft Limited,7.7 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Girls,"5,300",Food Charge extra,Beds Available,pune,in Karvenagar,Twin Sharing,"5,300",Single Room,"6,000",,,Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Aru Coaching Classes,1.6 Km from Cummins India,5.3 Km from Swargate Metro Station,,
Coed,"4,148",,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Twin Sharing,"4,148",Single Room,"6,200",,,Wifi Available,"AC Not
									Available",Food Not Available,0.1 Km from The Genius English Medium School,0.5 Km from Mindtree Ltd.,8.6 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Coed,"4,600",,Beds Available,pune,in Fursungi,Twin Sharing,"4,600",Single Room,"9,200",,,Wifi Available,"AC Not
									Available",Food Not Available,0.6 Km from Little Champ School,0.8 Km from Ibm India,9.5 Km from Ramwadi Metro Station,,
Coed,"4,700",Food Charge extra,Beds Available,pune,in Fursungi,Twin Sharing,"5,100",Triple Sharing,"4,700",,,Wifi Available,"AC Not
									Available",Food Available,0.6 Km from The Lexicon School,0.5 Km from Ibm India,9.2 Km from Ramwadi Metro Station,,
Coed,"4,950",,Beds Available,pune,in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Twin Sharing,"4,950",,,,,Wifi Available,"AC Not
									Available",Food Available,"0.7 Km from Vibgyor High School, Hinjewadi, Pune",0.4 Km from  Mahindra Engineering,9.3 Km from Upcoming Metro Station Pimpri- Chinchwad,4.0,1 Ratings
Coed,"5,500",,Beds Available,pune,in Wadgaon Sheri,Twin Sharing,"5,500",Single Room,"7,650",,,Wifi Available,"AC Not
									Available",Food Not Available,0.6 Km from Mother Teresa School & Junior College,0.8 Km from Sattva Techpoint,2.8 Km from Ramwadi Metro Station,,
Coed,"11,999",Food Included,Beds Available,pune,in Kharadi,Single Room With AC,"24,999",Twin Sharing With AC,"14,999",Others,"11,999",Wifi Available,AC Available,Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"11,999",Food Included,Beds Available,pune,in Kharadi,Single Room With AC,"24,999",Twin Sharing With AC,"14,999",Others,"11,999",Wifi Available,AC Available,Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"6,500",Food Included,Beds Available,pune,in Kharadi,Single Room,"13,000",Twin Sharing,"7,500",Triple Sharing,"6,500",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"13,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room With AC,"18,000",Twin Sharing With AC,"13,000",,,Wifi Available,AC Available,Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Coed,"12,500",Food Charge extra,Beds Available,pune,in Viman Nagar,Single Room,"23,000",Twin Sharing,"12,500",Triple Sharing With AC,"16,000",,,,0.6 Km from Symbiosis Centre for Management Studies,1.5 Km from Tech Park,1.6 Km from Upcoming Ramwadi Metro Station,,
Coed,"6,500",Food Included,Beds Available,pune,in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,Single Room,"15,000",Twin Sharing,"7,000",Triple Sharing,"6,500",Wifi Available,"AC Not
									Available",Food Available,0.7 Km from Eurokids Pre-School,0.1 Km from Tata Consultancy Services,13.4 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Coed,"5,500",Food Included,Beds Available,pune,in Viman Nagar,Single Room,"8,500",Twin Sharing,"6,500",Triple Sharing,"5,500",Wifi Available,"AC Not
									Available",Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Coed,"7,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room,"14,000",Twin Sharing,"8,000",Triple Sharing,"7,000",Wifi Available,"AC Not
									Available",Food Not Available,0.7 Km from Christ College,0.9 Km from Weikfield It Citi Info Park,0.9 Km from Ramwadi Metro Station,,
Coed,"5,999",Food Included,Beds Available,pune,in Kharadi,Single Room,"8,999",Twin Sharing,"6,999",Triple Sharing,"5,999",,,,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Boys,"4,500",Food Charge extra,Beds Available,pune,in Viman Nagar,Single Room,"15,000",Twin Sharing,"7,500",Triple Sharing,"5,500",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Christ College,0.5 Km from Weikfield It Citi Info Park,0.5 Km from Ramwadi Metro Station,,
Coed,"7,000",Food Included,Beds Available,pune,in Magarpatta,Twin Sharing,"7,000",Triple Sharing,"7,000",,,Wifi Available,"AC Not
									Available",Food Available,0.4 Km from The Treehouse Pre School & Day Care Magarpatta,0.1 Km from Capita,4.9 Km from Ramwadi Metro Station,,
Coed,"5,500",Food Included,Beds Available,pune,in Kharadi,Single Room,"7,000",Twin Sharing,"6,000",Triple Sharing,"5,500",Wifi Available,"AC Not
									Available",Food Available,0.3 Km from Mahaganpati English Medium School,1.4 Km from World Trade Center,3.3 Km from Ramwadi Metro Station,4.0,1 Ratings
Coed,"8,000",Food Charge extra,Beds Available,pune,in Viman Nagar,Single Room With AC,"15,000",Twin Sharing With AC,"12,000",Triple Sharing With AC,"10,000",Wifi Available,AC Available,Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Coed,"10,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room,"16,000",Twin Sharing,"13,000",Triple Sharing,"10,000",,,,0.4 Km from Christ College,0.1 Km from Weikfield It Citi Info Park,0.1 Km from Ramwadi Metro Station,,
Coed,"6,000",,Beds Available,pune,in Viman Nagar,Twin Sharing,"8,000",Triple Sharing,"7,000",Four Sharing,"6,000",Wifi Available,"AC Not
									Available",Food Not Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,4.6,9 Ratings
Coed,"7,500",Food Included,Beds Available,pune,in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,Single Room,"10,000",Twin Sharing,"8,999",Triple Sharing,"7,500",,,,0.9 Km from Eurokids Pre-School,0.0 Km from Global Sez Tech Park,13.8 Km from Upcoming Metro Station Pimpri- Chinchwad,4.0,2 Ratings
Coed,"7,999",Food Included,Beds Available,pune,in Kalyani Nagar,Twin Sharing,"9,999",Triple Sharing With AC,"7,999",,,,,,0.2 Km from The Lexicon International School,0.2 Km from Cerebrum It Park,1.5 Km from Upcoming Ramwadi Metro Station,,
Coed,"8,000",,Beds Available,pune,in Viman Nagar,Single Room,"14,000",Twin Sharing,"8,000",Others With AC,"9,999",,,,0.7 Km from New Wisdom International School,1.2 Km from Tech Park,1.6 Km from Ramwadi Metro Station,,
Girls,"10,000",,Beds Available,pune,in Kothrud,Twin Sharing With AC,"12,000",Triple Sharing With AC,"10,000",Single Room With AC,"15,000",Wifi Available,AC Available,Food Not Available,0.3 Km from Sahyadri International School,1.0 Km from Cummins India,5.5 Km from Swargate Metro Station,,
Girls,"6,000",Food Included,Beds Available,pune,in Kharadi,Single Room,"9,000",Twin Sharing,"7,500",Triple Sharing,"6,000",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,4.0,2 Ratings
Coed,"7,999",Food Included,Beds Available,pune,in Kalyani Nagar,Single Room With AC,"16,000",Twin Sharing With AC,"8,999",Triple Sharing With AC,"7,999","Wifi Not
									Available",AC Available,Food Available,0.3 Km from The Bishop's Co-Ed School,0.6 Km from Cerebrum It Park,0.8 Km from Upcoming Ramwadi Metro Station,,
Coed,"11,999",Food Included,Beds Available,pune,in Kharadi,Single Room With AC,"24,999",Twin Sharing With AC,"14,999",Others,"11,999",Wifi Available,AC Available,Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"11,999",Food Included,Beds Available,pune,in Kharadi,Single Room With AC,"24,999",Twin Sharing With AC,"14,999",Others,"11,999",Wifi Available,AC Available,Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"6,500",Food Included,Beds Available,pune,in Kharadi,Single Room,"13,000",Twin Sharing,"7,500",Triple Sharing,"6,500",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"13,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room With AC,"18,000",Twin Sharing With AC,"13,000",,,Wifi Available,AC Available,Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Coed,"12,500",Food Charge extra,Beds Available,pune,in Viman Nagar,Single Room,"23,000",Twin Sharing,"12,500",Triple Sharing With AC,"16,000",,,,0.6 Km from Symbiosis Centre for Management Studies,1.5 Km from Tech Park,1.6 Km from Upcoming Ramwadi Metro Station,,
Coed,"6,500",Food Included,Beds Available,pune,in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,Single Room,"15,000",Twin Sharing,"7,000",Triple Sharing,"6,500",Wifi Available,"AC Not
									Available",Food Available,0.7 Km from Eurokids Pre-School,0.1 Km from Tata Consultancy Services,13.4 Km from Upcoming Metro Station Pimpri- Chinchwad,,
Coed,"5,500",Food Included,Beds Available,pune,in Viman Nagar,Single Room,"8,500",Twin Sharing,"6,500",Triple Sharing,"5,500",Wifi Available,"AC Not
									Available",Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Coed,"7,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room,"14,000",Twin Sharing,"8,000",Triple Sharing,"7,000",Wifi Available,"AC Not
									Available",Food Not Available,0.7 Km from Christ College,0.9 Km from Weikfield It Citi Info Park,0.9 Km from Ramwadi Metro Station,,
Coed,"5,999",Food Included,Beds Available,pune,in Kharadi,Single Room,"8,999",Twin Sharing,"6,999",Triple Sharing,"5,999",,,,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Boys,"4,500",Food Charge extra,Beds Available,pune,in Viman Nagar,Single Room,"15,000",Twin Sharing,"7,500",Triple Sharing,"5,500",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Christ College,0.5 Km from Weikfield It Citi Info Park,0.5 Km from Ramwadi Metro Station,,
Coed,"7,000",Food Included,Beds Available,pune,in Magarpatta,Twin Sharing,"7,000",Triple Sharing,"7,000",,,Wifi Available,"AC Not
									Available",Food Available,0.4 Km from The Treehouse Pre School & Day Care Magarpatta,0.1 Km from Capita,4.9 Km from Ramwadi Metro Station,,
Coed,"5,500",Food Included,Beds Available,pune,in Kharadi,Single Room,"7,000",Twin Sharing,"6,000",Triple Sharing,"5,500",Wifi Available,"AC Not
									Available",Food Available,0.3 Km from Mahaganpati English Medium School,1.4 Km from World Trade Center,3.3 Km from Ramwadi Metro Station,4.0,1 Ratings
Coed,"8,000",Food Charge extra,Beds Available,pune,in Viman Nagar,Single Room With AC,"15,000",Twin Sharing With AC,"12,000",Triple Sharing With AC,"10,000",Wifi Available,AC Available,Food Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,,
Coed,"10,000",Food Included,Beds Available,pune,in Viman Nagar,Single Room,"16,000",Twin Sharing,"13,000",Triple Sharing,"10,000",,,,0.4 Km from Christ College,0.1 Km from Weikfield It Citi Info Park,0.1 Km from Ramwadi Metro Station,,
Coed,"6,000",,Beds Available,pune,in Viman Nagar,Twin Sharing,"8,000",Triple Sharing,"7,000",Four Sharing,"6,000",Wifi Available,"AC Not
									Available",Food Not Available,0.3 Km from TASMAC,0.1 Km from Tech Park,1.1 Km from Ramwadi Metro Station,4.6,9 Ratings
Coed,"7,500",Food Included,Beds Available,pune,in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,Single Room,"10,000",Twin Sharing,"8,999",Triple Sharing,"7,500",,,,0.9 Km from Eurokids Pre-School,0.0 Km from Global Sez Tech Park,13.8 Km from Upcoming Metro Station Pimpri- Chinchwad,4.0,2 Ratings
